"qtaxid"	"orphans"	"total"	"proportion"	"ave.length"	"sd.length"	"length.rat"	"sciname"	"family"	"staxid"	"distance"	"N"	"id"	"threshold"	"reference"
"266"	"4558"	851	32785	0.0259569925270703	118.498237367803	106.336362810249	3.30619484404768	"Sorghum bicolor"	"Poaceae"	"4577"	0.408519599285584	32687	"UniParc"	0.001	TRUE
"267"	"4565"	2	1373	0.00145666423889294	86.5	47.3761543394987	4.07891796629607	"Triticum aestivum"	"Poaceae"	"4572"	0.203661478277644	94413	"UniParc"	0.001	FALSE
"268"	"4572"	2157	24089	0.0895429449126157	131.514140009272	67.5127859076069	2.99727380288281	"Triticum urartu"	"Poaceae"	"4565"	0.287451307955178	33178	"UniParc"	0.001	FALSE
"269"	"4577"	4398	47641	0.0923154425809702	114.512050932242	73.6878097436856	3.17350325198166	"Zea mays"	"Poaceae"	"4558"	0.339519236553373	58085	"UniParc"	0.001	TRUE
"270"	"46245"	316	16751	0.0188645454002746	102.215189873418	55.6274274901346	4.99314472153648	"Drosophila pseudoobscura pseudoobscura"	"Drosophila"	"7234"	0.0979559664263001	16749	"UniParc"	0.001	TRUE
"271"	"50452"	2284	23234	0.0983042093483688	197.494308231173	161.304204525875	2.09132953698833	"Arabis alpina"	"Brassicaceae"	"3702"	0.358960419080593	23149	"UniParc"	0.001	FALSE
"272"	"510516"	57	12071	0.00472206113826526	172.59649122807	94.1844428405401	2.60939728174418	"Aspergillus oryzae RIB40"	"Aspergillus"	"1160506"	0.0604296724578995	12069	"UniParc"	0.001	FALSE
"273"	"51351"	1839	40804	0.0450691108714832	170.390429581294	122.559132030857	2.35657599211307	"Brassica rapa subsp. pekinensis"	"Brassicaceae"	"72664"	0.320277918110414	40777	"UniParc"	0.001	FALSE
"274"	"545124"	367	5450	0.0673394495412844	95.2125340599455	72.4833016824977	4.72414230895881	"Saccharomyces cerevisiae AWRI1631"	"Saccharomyces"	"559292"	0.056485957777278	5441	"UniParc"	0.001	FALSE
"275"	"559292"	116	6634	0.0174856798311727	112.491379310345	32.4687128839723	4.07326702188045	"Saccharomyces cerevisiae S288c"	"Saccharomyces"	"643680"	0.0671422931857254	6713	"UniParc"	0.001	TRUE
"276"	"57266"	190	6296	0.0301778907242694	71.0052631578947	16.8505718328608	9.12562967637461	"Plasmodium falciparum 7G8"	"Plasmodium"	"5835"	0.0814411646540016	6291	"UniParc"	0.001	FALSE
"277"	"574961"	1	5193	0.000192566917003659	76	NA	6.48425969102263	"Saccharomyces cerevisiae JAY291"	"Saccharomyces"	"559292"	0.0114579189131954	5193	"UniParc"	0.001	FALSE
"278"	"5823"	3558	11616	0.306301652892562	44.8327712197864	24.3434768127538	7.41208184834479	"Plasmodium berghei ANKA"	"Plasmodium"	"73239"	0.360930059981858	11372	"UniParc"	0.001	TRUE
"279"	"5825"	4451	14553	0.305847591561877	44.5791956863626	26.9120616771084	5.8531901438042	"Plasmodium chabaudi"	"Plasmodium"	"5823"	0.403307240711173	14331	"UniParc"	0.001	TRUE
"280"	"5835"	125	6105	0.0204750204750205	64.736	19.9548458016528	10.1478637392395	"Plasmodium falciparum CAMP/Malaysia"	"Plasmodium"	"57266"	0.0717230492660144	6102	"UniParc"	0.001	FALSE
"281"	"5843"	80	5917	0.0135203650498563	54.7625	27.359419154209	12.0727531477231	"Plasmodium falciparum NF54"	"Plasmodium"	"36329"	0.0537440529713963	5905	"UniParc"	0.001	FALSE
"282"	"5851"	117	5100	0.0229411764705882	422.965811965812	304.736571699964	1.7343404741437	"Plasmodium knowlesi strain H"	"Plasmodium"	"126793"	0.332260222613902	5100	"UniParc"	0.001	TRUE
"283"	"5854"	0	5630	0	NA	NA	NA	"Plasmodium reichenowi"	"Plasmodium"	"36329"	0.154550785014562	5630	"UniParc"	0.001	FALSE
"284"	"61853"	30	18406	0.00162990329240465	157.266666666667	57.7909033131264	3.58200436716118	"Nomascus leucogenys"	"Primates"	"9606"	0.117869704766227	19733	"UniParc"	0.001	TRUE
"285"	"6238"	2074	21655	0.0957746478873239	152.664416586307	175.683455464228	2.79697943698544	"Caenorhabditis briggsae"	"Caenorhabditis"	"31234"	0.451881229797518	21573	"UniParc"	0.001	TRUE
"286"	"6239"	1422	26173	0.0543307989149123	135.782700421941	121.017687491274	3.42640597995914	"Caenorhabditis elegans"	"Caenorhabditis"	"31234"	0.419401121025147	26164	"UniParc"	0.001	TRUE
"287"	"643680"	4	5982	0.000668672684720829	58.75	36.8091926924059	7.57642419367468	"Saccharomyces cerevisiae EC1118"	"Saccharomyces"	"559292"	0.0150594101299856	5982	"UniParc"	0.001	FALSE
"288"	"721032"	16	5775	0.00277056277056277	156	75.5186511178971	3.07719578274362	"Saccharomyces cerevisiae Kyokai no. 7"	"Saccharomyces"	"559292"	0.0161852147619903	5776	"UniParc"	0.001	FALSE
"289"	"7217"	661	14953	0.044205176218819	132.062027231467	129.024888701246	3.85193045583582	"Drosophila ananassae"	"Drosophila"	"7245"	0.352614093518994	14956	"UniParc"	0.001	FALSE
"290"	"7220"	459	14879	0.0308488473687748	95.2941176470588	47.8717649805492	5.25417557062379	"Drosophila erecta"	"Drosophila"	"7245"	0.159054494917831	14874	"UniParc"	0.001	FALSE
"291"	"7222"	587	14740	0.0398236092265943	101.226575809199	58.7792606011803	5.11164853719258	"Drosophila grimshawi"	"Drosophila"	"7244"	0.323431153975947	14719	"UniParc"	0.001	FALSE
"292"	"7227"	135	19391	0.00696199267701511	85.4962962962963	56.6947672009618	7.81759071311747	"Drosophila melanogaster"	"Drosophila"	"7238"	0.107278384399603	20043	"UniParc"	0.001	TRUE
"293"	"7230"	805	14510	0.0554789800137836	109.063354037267	78.5315300064525	4.74637454302916	"Drosophila mojavensis"	"Drosophila"	"7244"	0.310893671332344	14477	"UniParc"	0.001	FALSE
"294"	"7234"	630	16744	0.0376254180602007	101.257142857143	56.482341639684	4.36853540840922	"Drosophila persimilis"	"Drosophila"	"46245"	0.0952225508447272	16744	"UniParc"	0.001	FALSE
"295"	"7238"	444	16137	0.027514407882506	90.0810810810811	35.857602783565	5.00189579271443	"Drosophila sechellia"	"Drosophila"	"7240"	0.120401396077499	16130	"UniParc"	0.001	FALSE
"296"	"7240"	444	15358	0.0289100143247819	96.5653153153153	43.7650485142872	4.36127380968671	"Drosophila simulans"	"Drosophila"	"7238"	0.0941384896062516	15352	"UniParc"	0.001	FALSE
"297"	"7244"	552	14446	0.0382112695555863	102.480072463768	61.2989725075776	5.08447285840996	"Drosophila virilis"	"Drosophila"	"7230"	0.310200145916285	14423	"UniParc"	0.001	FALSE
"298"	"7245"	703	15953	0.0440669466558014	102.088193456615	58.0091422700137	4.7801651660816	"Drosophila yakuba"	"Drosophila"	"7220"	0.175359883468085	15938	"UniParc"	0.001	FALSE
"299"	"7260"	888	15436	0.0575278569577611	126.668918918919	125.412422953523	4.02843979553271	"Drosophila willistoni"	"Drosophila"	"46245"	0.455192938531523	15417	"UniParc"	0.001	FALSE
"300"	"72664"	507	28345	0.0178867525136708	104.447731755424	105.100134493428	3.95406827159327	"Eutrema salsugineum"	"Brassicaceae"	"3702"	0.287548488094453	28333	"UniParc"	0.001	FALSE
"301"	"73239"	966	7684	0.125715773034878	76.6728778467909	124.8641069796	6.41333418203555	"Plasmodium yoelii yoelii"	"Plasmodium"	"5823"	0.327508776936775	7560	"UniParc"	0.001	TRUE
"302"	"764097"	15	3760	0.00398936170212766	147.333333333333	46.261163388908	2.46020697279631	"Saccharomyces cerevisiae AWRI796"	"Saccharomyces"	"559292"	0.0220923546370077	3760	"UniParc"	0.001	FALSE
"303"	"764098"	12	4008	0.0029940119760479	141.416666666667	72.8728136529458	2.6804942833228	"Saccharomyces cerevisiae Lalvin QA23"	"Saccharomyces"	"559292"	0.0257447016120214	4008	"UniParc"	0.001	FALSE
"304"	"764099"	6	3916	0.00153217568947906	121	32.0624390837628	3.10854558136586	"Saccharomyces cerevisiae Vin13"	"Saccharomyces"	"559292"	0.0182577929729255	3915	"UniParc"	0.001	FALSE
"305"	"764100"	8	4014	0.00199302441454908	123.25	29.2513735941213	3.11504143379252	"Saccharomyces cerevisiae VL3"	"Saccharomyces"	"559292"	0.0209715277432721	4013	"UniParc"	0.001	FALSE
"306"	"764101"	20	3560	0.00561797752808989	135.35	40.1985532601675	2.52231189696518	"Saccharomyces cerevisiae FostersO"	"Saccharomyces"	"559292"	0.024195636937172	3558	"UniParc"	0.001	FALSE
"307"	"764102"	5	3679	0.00135906496330525	112.8	11.3004424692133	3.20614814857712	"Saccharomyces cerevisiae FostersB"	"Saccharomyces"	"559292"	0.0195350543769865	3677	"UniParc"	0.001	FALSE
"308"	"81972"	1907	32107	0.0593951474756284	116.922391190351	94.1628952759265	3.2454357296071	"Arabidopsis lyrata subsp. lyrata"	"Brassicaceae"	"3702"	0.229542956360853	32047	"UniParc"	0.001	FALSE
"309"	"889517"	6	5439	0.00110314396028682	104.5	81.1264445171856	4.70856373904995	"Saccharomyces cerevisiae CEN.PK113-7D"	"Saccharomyces"	"559292"	0.00739195630741699	5439	"UniParc"	0.001	FALSE
"310"	"9483"	29	38116	0.000760835344737118	88.551724137931	58.8470087884657	6.04471202878931	"Callithrix jacchus"	"Primates"	"9606"	0.153942269896161	42024	"UniParc"	0.001	TRUE
"311"	"9541"	67	17392	0.00385234590616375	85.0298507462687	38.7290393551315	5.921416963081	"Macaca fascicularis"	"Primates"	"9544"	0.0945395764430365	17390	"UniParc"	0.001	FALSE
"312"	"9544"	82	30664	0.00267414557787634	116.024390243902	82.2171132961953	4.30957371770774	"Macaca mulatta"	"Primates"	"9606"	0.137769704285542	35537	"UniParc"	0.001	TRUE
"313"	"9595"	21	24246	0.000866122246968572	140.47619047619	63.9137067049151	4.10143065540221	"Gorilla gorilla gorilla"	"Primates"	"9606"	0.128419469775598	27258	"UniParc"	0.001	TRUE
"314"	"9598"	10	19121	0.000522985199518854	149.1	61.9254928657549	3.65497925371636	"Pan troglodytes"	"Primates"	"9606"	0.0902180358685192	20126	"UniParc"	0.001	TRUE
"315"	"9601"	33	20394	0.00161812297734628	131.969696969697	69.2569873949936	4.091907250929	"Pongo abelii"	"Primates"	"9606"	0.123122714877006	22849	"UniParc"	0.001	TRUE
"316"	"9606"	1325	66907	0.0198036079931846	58.5184905660377	47.3453819722105	5.88137013999489	"Homo sapiens"	"Primates"	"9598"	0.107893758394794	67831	"UniParc"	0.001	TRUE
"317"	"1033177"	210	11490	0.0182767624020888	177.828571428571	100.842096201787	2.79720545269741	"Aspergillus kawachii IFO 4308"	"Aspergillus"	"425011"	0.205689937027412	11487	"UniParc"	1e-04	FALSE
"318"	"112509"	0	251	0	NA	NA	NA	"Hordeum vulgare subsp. vulgare"	"Poaceae"	"4565"	0.173616967542258	52136	"UniParc"	1e-04	FALSE
"319"	"1160506"	7	11396	0.000614250614250614	129.142857142857	72.2620891187732	3.64430163556358	"Aspergillus oryzae 3.042"	"Aspergillus"	"510516"	0.0349958388531123	11396	"UniParc"	1e-04	FALSE
"320"	"1160507"	0	3653	0	NA	NA	NA	"Saccharomyces arboricola H-6"	"Saccharomyces"	"559292"	0.170234849813348	3653	"UniParc"	1e-04	FALSE
"321"	"126793"	286	5389	0.0530710706995732	343.674825174825	284.385152465722	2.08115518032292	"Plasmodium vivax Sal-1"	"Plasmodium"	"5851"	0.363898150526879	5388	"UniParc"	1e-04	TRUE
"322"	"135651"	3839	29871	0.128519299655184	195.096639749935	199.366398108615	2.21295029854045	"Caenorhabditis brenneri"	"Caenorhabditis"	"31234"	0.527163275742659	29800	"UniParc"	1e-04	FALSE
"323"	"15368"	593	29932	0.0198115728985701	147.391231028668	92.8030575495378	2.93339194159268	"Brachypodium distachyon"	"Poaceae"	"4565"	0.358185359941256	29867	"UniParc"	1e-04	TRUE
"324"	"226230"	6	3745	0.00160213618157543	70.8333333333333	19.8536310700755	5.80793354624546	"Saccharomyces kudriavzevii IFO 1802"	"Saccharomyces"	"559292"	0.184792471758191	3745	"UniParc"	1e-04	FALSE
"325"	"227321"	828	10539	0.0785653287788215	136.95652173913	120.396073658309	3.74105708957115	"Aspergillus nidulans FGSC A4"	"Aspergillus"	"332952"	0.577442098311819	10506	"UniParc"	1e-04	TRUE
"326"	"281687"	4901	35035	0.139888682745826	116.910018363599	92.2929025485514	2.84123877386887	"Caenorhabditis japonica"	"Caenorhabditis"	"31234"	0.505719739473716	34930	"UniParc"	1e-04	TRUE
"327"	"285006"	9	5357	0.0016800448011947	65	35.5598087733891	7.31894597549048	"Saccharomyces cerevisiae RM11-1a"	"Saccharomyces"	"559292"	0.0112198677618227	5357	"UniParc"	1e-04	FALSE
"328"	"30611"	1	15882	6.29643621710112e-05	24	NA	24.4461542094327	"Otolemur garnettii"	"Primates"	"9606"	0.216942645978172	19931	"UniParc"	1e-04	TRUE
"329"	"307796"	10	5859	0.00170677590032429	238.2	108.168387248771	2.03248447243309	"Saccharomyces cerevisiae YJM789"	"Saccharomyces"	"559292"	0.0155667540042017	5856	"UniParc"	1e-04	FALSE
"330"	"31234"	2734	31235	0.0875300144069153	206.114118507681	194.540430045888	2.03996453752484	"Caenorhabditis remanei"	"Caenorhabditis"	"6238"	0.590133313418352	31204	"UniParc"	1e-04	FALSE
"331"	"330879"	37	9649	0.00383459425847238	199.432432432432	159.321746534862	2.47022900238144	"Aspergillus fumigatus Af293"	"Aspergillus"	"451804"	0.021607070872244	9649	"UniParc"	1e-04	TRUE
"332"	"332952"	857	13501	0.063476779497815	91.8518086347725	50.1665937234511	4.82057864758677	"Aspergillus flavus NRRL3357"	"Aspergillus"	"510516"	0.150137078442102	13494	"UniParc"	1e-04	FALSE
"333"	"341663"	465	10416	0.0446428571428571	207.040860215054	125.211753604195	2.47621517945568	"Aspergillus terreus NIH2624"	"Aspergillus"	"332952"	0.522241147860039	10412	"UniParc"	1e-04	FALSE
"334"	"344612"	273	9140	0.0298687089715536	129.304029304029	105.747023417429	3.90067034051522	"Aspergillus clavatus NRRL 1"	"Aspergillus"	"330879"	0.371042435238334	9139	"UniParc"	1e-04	FALSE
"335"	"36329"	1	5353	0.000186811133943583	41	NA	18.6298169820263	"Plasmodium falciparum 3D7"	"Plasmodium"	"5843"	0.0586855559756306	5353	"UniParc"	1e-04	TRUE
"336"	"3702"	1208	31511	0.0383358192377265	87.0455298013245	80.3934220964124	4.83673093812798	"Arabidopsis thaliana"	"Brassicaceae"	"81972"	0.183683562175537	31540	"UniParc"	1e-04	TRUE
"337"	"380704"	196	10949	0.017901178189789	169.913265306122	88.5047738973239	2.8990797919234	"Aspergillus niger ATCC 1015"	"Aspergillus"	"425011"	0.0947263947468584	10946	"UniParc"	1e-04	FALSE
"338"	"39946"	1498	37344	0.0401135389888603	136.070093457944	107.695380666141	2.81228399004079	"Oryza sativa Indica Group"	"Poaceae"	"39947"	0.13697466617441	37337	"UniParc"	1e-04	FALSE
"339"	"39947"	11332	62438	0.181492040103783	129.542975644193	74.9588914908931	3.08733143378075	"Oryza sativa Japonica Group"	"Poaceae"	"39946"	0.304446488111413	62940	"UniParc"	1e-04	TRUE
"340"	"425011"	2599	14066	0.184771790132234	165.415544440169	102.647466559442	3.03334573344332	"Aspergillus niger CBS 513.88"	"Aspergillus"	"380704"	0.238842969339758	14032	"UniParc"	1e-04	FALSE
"341"	"451804"	143	9942	0.0143834238583786	153.426573426573	150.946333598761	3.18077300876143	"Aspergillus fumigatus A1163"	"Aspergillus"	"330879"	0.0409848676201851	9941	"UniParc"	1e-04	FALSE
"342"	"4533"	5147	31948	0.161105546513084	111.651836020983	85.3873846574405	3.57908117686171	"Oryza brachyantha"	"Poaceae"	"39947"	0.359887709315809	31657	"UniParc"	1e-04	FALSE
"343"	"4538"	0	140	0	NA	NA	NA	"Oryza glaberrima"	"Poaceae"	"39947"	0.096291479596381	31774	"UniParc"	1e-04	FALSE
"344"	"4555"	5323	39105	0.136120700677663	74.9748262258125	55.1316122445178	5.66179223801393	"Setaria italica"	"Poaceae"	"4558"	0.431108113501303	38927	"UniParc"	1e-04	TRUE
"345"	"4558"	914	32785	0.0278786030196736	120.286652078775	107.516701355039	3.26110307339275	"Sorghum bicolor"	"Poaceae"	"4577"	0.408519599285584	32687	"UniParc"	1e-04	TRUE
"346"	"4565"	2	1373	0.00145666423889294	86.5	47.3761543394987	4.07891796629607	"Triticum aestivum"	"Poaceae"	"4572"	0.203661478277644	94413	"UniParc"	1e-04	FALSE
"347"	"4572"	2265	24089	0.094026319066794	131.698013245033	67.8136067871758	3.00281425798757	"Triticum urartu"	"Poaceae"	"4565"	0.287451307955178	33178	"UniParc"	1e-04	FALSE
"348"	"4577"	4567	47641	0.0958628072458597	115.903875629516	75.497536171013	3.14254650610718	"Zea mays"	"Poaceae"	"4558"	0.339519236553373	58085	"UniParc"	1e-04	TRUE
"349"	"46245"	348	16751	0.0207748791116948	104.198275862069	54.8188349530221	4.90535398321122	"Drosophila pseudoobscura pseudoobscura"	"Drosophila"	"7234"	0.0979559664263001	16749	"UniParc"	1e-04	TRUE
"350"	"50452"	2418	23234	0.10407161917879	201.417287014061	161.811141948985	2.05522297874234	"Arabis alpina"	"Brassicaceae"	"3702"	0.358960419080593	23149	"UniParc"	1e-04	FALSE
"351"	"510516"	59	12071	0.00488774749399387	173.271186440678	92.9691885386422	2.59948442766598	"Aspergillus oryzae RIB40"	"Aspergillus"	"1160506"	0.0604296724578995	12069	"UniParc"	1e-04	FALSE
"352"	"51351"	1958	40804	0.0479854916184688	174.316649642492	129.734991230299	2.30642449309591	"Brassica rapa subsp. pekinensis"	"Brassicaceae"	"72664"	0.320277918110414	40777	"UniParc"	1e-04	FALSE
"353"	"545124"	372	5450	0.068256880733945	95.5994623655914	73.0138878325333	4.70837745887325	"Saccharomyces cerevisiae AWRI1631"	"Saccharomyces"	"559292"	0.056485957777278	5441	"UniParc"	1e-04	FALSE
"354"	"559292"	116	6634	0.0174856798311727	112.491379310345	32.4687128839723	4.07326702188045	"Saccharomyces cerevisiae S288c"	"Saccharomyces"	"643680"	0.0671422931857254	6713	"UniParc"	1e-04	TRUE
"355"	"57266"	193	6296	0.0306543837357052	74.0103626943005	35.9471529988389	8.75764275393205	"Plasmodium falciparum 7G8"	"Plasmodium"	"5835"	0.0814411646540016	6291	"UniParc"	1e-04	FALSE
"356"	"574961"	2	5193	0.000385133834007318	171	134.350288425444	2.88214870316483	"Saccharomyces cerevisiae JAY291"	"Saccharomyces"	"559292"	0.0114579189131954	5193	"UniParc"	1e-04	FALSE
"357"	"5823"	3658	11616	0.314910468319559	45.1867140513942	25.2596225234148	7.43036619656353	"Plasmodium berghei ANKA"	"Plasmodium"	"73239"	0.360930059981858	11372	"UniParc"	1e-04	TRUE
"358"	"5825"	4560	14553	0.313337456194599	45.093201754386	28.6973963066811	5.83360304553613	"Plasmodium chabaudi"	"Plasmodium"	"5823"	0.403307240711173	14331	"UniParc"	1e-04	TRUE
"359"	"5835"	130	6105	0.0212940212940213	65.4384615384615	20.3782083967102	10.0462689598967	"Plasmodium falciparum CAMP/Malaysia"	"Plasmodium"	"57266"	0.0717230492660144	6102	"UniParc"	1e-04	FALSE
"360"	"5843"	85	5917	0.0143653878654724	55.5058823529412	26.9795440717468	11.9202352531908	"Plasmodium falciparum NF54"	"Plasmodium"	"36329"	0.0537440529713963	5905	"UniParc"	1e-04	FALSE
"361"	"5851"	123	5100	0.0241176470588235	430.390243902439	307.965471615435	1.70486598092811	"Plasmodium knowlesi strain H"	"Plasmodium"	"126793"	0.332260222613902	5100	"UniParc"	1e-04	TRUE
"362"	"5854"	0	5630	0	NA	NA	NA	"Plasmodium reichenowi"	"Plasmodium"	"36329"	0.154550785014562	5630	"UniParc"	1e-04	FALSE
"363"	"61853"	31	18406	0.00168423340215147	161.064516129032	60.6266913077461	3.49763928002605	"Nomascus leucogenys"	"Primates"	"9606"	0.117869704766227	19733	"UniParc"	1e-04	TRUE
"364"	"6238"	2227	21655	0.102839990764258	160.540637629097	195.700053178706	2.66759153392052	"Caenorhabditis briggsae"	"Caenorhabditis"	"31234"	0.451881229797518	21573	"UniParc"	1e-04	TRUE
"365"	"6239"	1545	26173	0.0590302983991136	139.53074433657	121.600032355836	3.34447420902632	"Caenorhabditis elegans"	"Caenorhabditis"	"31234"	0.419401121025147	26164	"UniParc"	1e-04	TRUE
"366"	"643680"	4	5982	0.000668672684720829	58.75	36.8091926924059	7.57642419367468	"Saccharomyces cerevisiae EC1118"	"Saccharomyces"	"559292"	0.0150594101299856	5982	"UniParc"	1e-04	FALSE
"367"	"721032"	18	5775	0.00311688311688312	154.277777777778	82.9505916410171	3.11231148890527	"Saccharomyces cerevisiae Kyokai no. 7"	"Saccharomyces"	"559292"	0.0161852147619903	5776	"UniParc"	1e-04	FALSE
"368"	"7217"	725	14953	0.048485253795225	138.161379310345	158.624883782466	3.6918935236182	"Drosophila ananassae"	"Drosophila"	"7245"	0.352614093518994	14956	"UniParc"	1e-04	FALSE
"369"	"7220"	474	14879	0.0318569796357282	95.8481012658228	48.3497883817119	5.22802154964315	"Drosophila erecta"	"Drosophila"	"7245"	0.159054494917831	14874	"UniParc"	1e-04	FALSE
"370"	"7222"	624	14740	0.0423337856173677	105.264423076923	63.5293864106081	4.9242384908368	"Drosophila grimshawi"	"Drosophila"	"7244"	0.323431153975947	14719	"UniParc"	1e-04	FALSE
"371"	"7227"	158	19391	0.00814810994791398	98.1392405063291	76.4069283844861	6.81652138567327	"Drosophila melanogaster"	"Drosophila"	"7238"	0.107278384399603	20043	"UniParc"	1e-04	TRUE
"372"	"7230"	854	14510	0.058855961405927	115.857142857143	87.4857119228896	4.47703741466378	"Drosophila mojavensis"	"Drosophila"	"7244"	0.310893671332344	14477	"UniParc"	1e-04	FALSE
"373"	"7234"	662	16744	0.0395365504061156	101.509063444109	56.0565610948814	4.36427770132867	"Drosophila persimilis"	"Drosophila"	"46245"	0.0952225508447272	16744	"UniParc"	1e-04	FALSE
"374"	"7238"	470	16137	0.0291256119476978	91.6936170212766	37.8952624830464	4.91992873443913	"Drosophila sechellia"	"Drosophila"	"7240"	0.120401396077499	16130	"UniParc"	1e-04	FALSE
"375"	"7240"	468	15358	0.0304727178017971	97.0641025641026	44.222187618656	4.3440907694599	"Drosophila simulans"	"Drosophila"	"7238"	0.0941384896062516	15352	"UniParc"	1e-04	FALSE
"376"	"7244"	589	14446	0.0407725321888412	105.101867572156	65.9253325307909	4.96721298619683	"Drosophila virilis"	"Drosophila"	"7230"	0.310200145916285	14423	"UniParc"	1e-04	FALSE
"377"	"7245"	740	15953	0.0463862596376857	102.874324324324	57.5914794122883	4.75238864506975	"Drosophila yakuba"	"Drosophila"	"7220"	0.175359883468085	15938	"UniParc"	1e-04	FALSE
"378"	"7260"	971	15436	0.0629048976418761	130.224510813594	125.136828438275	3.93351894748366	"Drosophila willistoni"	"Drosophila"	"46245"	0.455192938531523	15417	"UniParc"	1e-04	FALSE
"379"	"72664"	519	28345	0.0183101076027518	106.306358381503	110.014989229858	3.88586217067641	"Eutrema salsugineum"	"Brassicaceae"	"3702"	0.287548488094453	28333	"UniParc"	1e-04	FALSE
"380"	"73239"	1032	7684	0.13430504945341	75.2596899224806	122.303031151349	6.59139236463909	"Plasmodium yoelii yoelii"	"Plasmodium"	"5823"	0.327508776936775	7560	"UniParc"	1e-04	TRUE
"381"	"764097"	15	3760	0.00398936170212766	147.333333333333	46.261163388908	2.46020697279631	"Saccharomyces cerevisiae AWRI796"	"Saccharomyces"	"559292"	0.0220923546370077	3760	"UniParc"	1e-04	FALSE
"382"	"764098"	13	4008	0.0032435129740519	138.384615384615	70.6216898475467	2.73972593590793	"Saccharomyces cerevisiae Lalvin QA23"	"Saccharomyces"	"559292"	0.0257447016120214	4008	"UniParc"	1e-04	FALSE
"383"	"764099"	6	3916	0.00153217568947906	121	32.0624390837628	3.10854558136586	"Saccharomyces cerevisiae Vin13"	"Saccharomyces"	"559292"	0.0182577929729255	3915	"UniParc"	1e-04	FALSE
"384"	"764100"	8	4014	0.00199302441454908	123.25	29.2513735941213	3.11504143379252	"Saccharomyces cerevisiae VL3"	"Saccharomyces"	"559292"	0.0209715277432721	4013	"UniParc"	1e-04	FALSE
"385"	"764101"	20	3560	0.00561797752808989	135.35	40.1985532601675	2.52231189696518	"Saccharomyces cerevisiae FostersO"	"Saccharomyces"	"559292"	0.024195636937172	3558	"UniParc"	1e-04	FALSE
"386"	"764102"	6	3679	0.0016308779559663	112.833333333333	10.1077528000375	3.2058009644413	"Saccharomyces cerevisiae FostersB"	"Saccharomyces"	"559292"	0.0195350543769865	3677	"UniParc"	1e-04	FALSE
"387"	"81972"	2003	32107	0.0623851496558383	117.694458312531	94.1462637880993	3.2308230330785	"Arabidopsis lyrata subsp. lyrata"	"Brassicaceae"	"3702"	0.229542956360853	32047	"UniParc"	1e-04	FALSE
"388"	"889517"	6	5439	0.00110314396028682	104.5	81.1264445171856	4.70856373904995	"Saccharomyces cerevisiae CEN.PK113-7D"	"Saccharomyces"	"559292"	0.00739195630741699	5439	"UniParc"	1e-04	FALSE
"389"	"9483"	33	38116	0.000865778150907755	83.6363636363636	58.1339069421937	6.40057540223927	"Callithrix jacchus"	"Primates"	"9606"	0.153942269896161	42024	"UniParc"	1e-04	TRUE
"390"	"9541"	73	17392	0.00419733210671573	81.4794520547945	39.3347844326399	6.18140067042921	"Macaca fascicularis"	"Primates"	"9544"	0.0945395764430365	17390	"UniParc"	1e-04	FALSE
"391"	"9544"	89	30664	0.00290242629793895	121.842696629213	91.2379380416946	4.10436286495797	"Macaca mulatta"	"Primates"	"9606"	0.137769704285542	35537	"UniParc"	1e-04	TRUE
"392"	"9595"	22	24246	0.000907366163490885	137.181818181818	64.258878477635	4.20007796133809	"Gorilla gorilla gorilla"	"Primates"	"9606"	0.128419469775598	27258	"UniParc"	1e-04	TRUE
"393"	"9598"	12	19121	0.000627582239422624	143.083333333333	63.5130027250445	3.80898741922965	"Pan troglodytes"	"Primates"	"9606"	0.0902180358685192	20126	"UniParc"	1e-04	TRUE
"394"	"9601"	36	20394	0.00176522506619594	134.444444444444	66.7453345376265	4.01700133722077	"Pongo abelii"	"Primates"	"9606"	0.123122714877006	22849	"UniParc"	1e-04	TRUE
"395"	"9606"	1525	66907	0.0227928318412124	57.7718032786885	48.1481786227235	5.97281179924626	"Homo sapiens"	"Primates"	"9598"	0.107893758394794	67831	"UniParc"	1e-04	TRUE
"396"	"1033177"	224	11490	0.0194952132288947	181.276785714286	105.939504678403	2.74581017170901	"Aspergillus kawachii IFO 4308"	"Aspergillus"	"425011"	0.205689937027412	11487	"UniParc"	1e-05	FALSE
"397"	"112509"	0	251	0	NA	NA	NA	"Hordeum vulgare subsp. vulgare"	"Poaceae"	"4565"	0.173616967542258	52136	"UniParc"	1e-05	FALSE
"398"	"1160506"	10	11396	0.000877500877500878	135.6	63.1755930368331	3.47138518710811	"Aspergillus oryzae 3.042"	"Aspergillus"	"510516"	0.0349958388531123	11396	"UniParc"	1e-05	FALSE
"399"	"1160507"	1	3653	0.000273747604708459	75	NA	6.64668127053669	"Saccharomyces arboricola H-6"	"Saccharomyces"	"559292"	0.170234849813348	3653	"UniParc"	1e-05	FALSE
"400"	"126793"	329	5389	0.0610502876229356	345.066869300912	269.10892101252	2.08164785267602	"Plasmodium vivax Sal-1"	"Plasmodium"	"5851"	0.363898150526879	5388	"UniParc"	1e-05	TRUE
"401"	"135651"	4121	29871	0.137959894211777	203.119873817035	212.454286791994	2.13197611001216	"Caenorhabditis brenneri"	"Caenorhabditis"	"31234"	0.527163275742659	29800	"UniParc"	1e-05	FALSE
